stfips,stabbr,stname,ctyfips,ctyname,scfips,laborforce_201901,laborforce_201902,laborforce_201903,laborforce_201904,laborforce_201905,laborforce_201906,laborforce_201907,laborforce_201908,laborforce_201909,laborforce_201910,laborforce_201911,laborforce_201912,laborforce_202001,laborforce_202002,laborforce_202003,laborforce_202004,laborforce_202005,laborforce_202006,laborforce_202007,laborforce_202008,laborforce_202009,laborforce_202010,laborforce_202011,laborforce_202012,laborforce_202101,laborforce_202102,laborforce_202103,laborforce_202104,laborforce_202105,laborforce_202106,laborforce_202107,laborforce_202108,laborforce_202109,laborforce_202110,laborforce_202111,laborforce_202112,neighbor01_2017,neighbor02_2017,neighbor03_2017,neighbor04_2017,neighbor05_2017,neighbor06_2017,neighbor07_2017,neighbor08_2017,neighbor09_2017,neighbor10_2017,neighbor11_2017,neighbor12_2017,neighbor13_2017,unemployment_201901,unemployment_201902,unemployment_201903,unemployment_201904,unemployment_201905,unemployment_201906,unemployment_201907,unemployment_201908,unemployment_201909,unemployment_201910,unemployment_201911,unemployment_201912,unemployment_202001,unemployment_202002,unemployment_202003,unemployment_202004,unemployment_202005,unemployment_202006,unemployment_202007,unemployment_202008,unemployment_202009,unemployment_202010,unemployment_202011,unemployment_202012,unemployment_202101,unemployment_202102,unemployment_202103,unemployment_202104,unemployment_202105,unemployment_202106,unemployment_202107,unemployment_202108,unemployment_202109,unemployment_202110,unemployment_202111,unemployment_202112
13,GA,Georgia,25,Brantley County,13025,7371,7201,7200,7240,7252,7239,7355,7441,7326,7239,7221,7150,7230,7252,7229,6513,6776,6906,6850,6853,6837,7099,7121.0,7074.0,7188.0,7187.0,7372.0,7280.0,7328.0,7327.0,7417.0,7447.0,7314.0,7345.0,7253.0,7274.0,13049.0,13039.0,13229.0,13305.0,13299.0,13127.0,,,,,,,,5.2,4.6,4.2,3.6,3.8,4.3,4.5,4.3,3.8,3.6,3.3,3.6,4.1,3.9,3.7,10.7,7.2,6.5,5.8,5.0,4.8,4.2,4.2,5.3,4.3,4.1,3.7,3.5,3.6,4.2,2.8,3.0,2.4,2.4,2.2,2.6
13,GA,Georgia,27,Brooks County,13027,7185,6911,6970,6884,6834,6711,6806,6977,6898,6944,6973,6848,7163,7131,7076,6612,6712,6593,6527,6581,6587,7002,7156.0,6928.0,7207.0,7088.0,7128.0,7046.0,7011.0,6923.0,6990.0,7121.0,6955.0,7074.0,7007.0,7007.0,13075.0,13071.0,12065.0,13185.0,12079.0,13275.0,,,,,,,,4.2,3.6,3.5,3.0,3.2,3.8,3.8,3.6,2.9,3.2,3.0,2.9,3.6,3.7,4.1,7.6,5.8,5.9,6.5,5.5,5.4,4.5,4.6,5.3,4.5,4.2,3.7,3.5,3.9,4.2,2.7,2.8,2.2,2.2,2.1,2.3
13,GA,Georgia,29,Bryan County,13029,17793,18404,18407,18216,18274,18352,18437,18270,18163,18278,18254,18160,18213,18388,19561,17964,18317,18211,18138,18136,18159,18942,19174.0,19217.0,19112.0,19407.0,19606.0,19727.0,19660.0,19817.0,19926.0,19833.0,19807.0,19876.0,19992.0,20067.0,13031.0,13109.0,13179.0,13051.0,13103.0,,,,,,,,,3.9,3.3,3.2,2.7,2.8,3.3,3.4,3.2,2.8,2.8,2.4,2.5,3.1,3.1,3.1,11.7,8.1,6.8,6.0,5.2,4.8,4.0,4.0,4.3,3.6,3.3,3.0,2.7,3.0,3.3,2.3,2.3,1.8,1.8,1.7,1.9
13,GA,Georgia,31,Bulloch County,13031,38139,37185,36949,36686,36749,35985,35876,36586,36477,36460,36610,36161,36430,36953,38179,35625,36472,35927,35794,36287,36377,37955,38111.0,37629.0,37767.0,37993.0,38204.0,37291.0,37270.0,36840.0,36255.0,37061.0,37112.0,37145.0,37132.0,36965.0,13251.0,13043.0,13109.0,13107.0,13029.0,13165.0,13103.0,,,,,,,4.8,4.1,3.8,3.2,3.4,4.5,4.6,4.0,3.3,3.3,2.9,3.1,3.8,3.8,4.3,11.6,9.3,8.5,8.4,6.6,6.1,5.4,5.3,5.7,5.2,4.6,4.3,4.0,4.2,5.2,3.4,3.3,2.6,2.7,2.3,2.6
13,GA,Georgia,33,Burke County,13033,9605,9135,9170,9193,9119,9100,9175,9125,9099,9124,9120,9120,9315,9320,9273,8657,8884,8867,8834,8687,8740,9134,9219.0,9242.0,9302.0,9290.0,9327.0,9291.0,9220.0,9291.0,9186.0,9092.0,8967.0,8986.0,8970.0,9035.0,13251.0,45003.0,13163.0,13107.0,13245.0,13165.0,45005.0,45011.0,,,,,,7.5,5.1,4.8,4.5,4.9,5.4,6.2,5.4,4.7,4.3,4.1,4.2,5.3,5.0,4.7,10.4,9.0,8.7,9.1,7.5,6.9,6.3,6.5,7.0,6.5,5.9,5.8,5.5,5.6,6.7,5.5,4.9,4.1,3.8,3.4,3.7
13,GA,Georgia,35,Butts County,13035,10781,10734,10701,10608,10676,10723,10765,10686,10746,10813,10805,10870,10882,10941,11107,10402,10520,10541,10515,10384,10406,10817,10894.0,10940.0,10891.0,10952.0,10970.0,10973.0,10942.0,11011.0,11007.0,10931.0,10948.0,11016.0,11089.0,11139.0,13207.0,13255.0,13217.0,13151.0,13159.0,13171.0,,,,,,,,4.7,4.0,3.6,3.1,3.3,3.7,3.6,3.5,2.8,2.9,2.5,2.7,3.3,3.5,3.6,11.3,8.4,8.1,7.6,6.5,6.1,5.3,5.4,5.7,5.3,4.4,3.9,3.5,3.7,4.1,2.9,2.9,2.2,2.2,2.0,2.1
13,GA,Georgia,37,Calhoun County,13037,2367,2236,2234,2214,2162,2087,2148,2279,2263,2275,2298,2257,2425,2383,2347,2246,2261,2182,2056,2087,2078,2211,2320.0,2253.0,2430.0,2315.0,2300.0,2239.0,2234.0,2169.0,2186.0,2244.0,2162.0,2202.0,2222.0,2280.0,13273.0,13061.0,13099.0,13095.0,13243.0,13007.0,,,,,,,,4.3,3.9,3.9,3.5,3.6,3.9,4.3,3.8,3.5,3.3,2.8,2.9,3.6,3.5,4.0,6.1,5.6,6.3,6.8,5.7,5.1,4.4,4.4,5.2,4.4,4.6,4.0,3.7,3.7,4.6,3.2,3.2,2.5,2.5,2.1,2.4
13,GA,Georgia,39,Camden County,13039,21156,20986,20943,20732,20922,21040,20871,20841,20750,20857,20785,20829,20901,21032,21416,20484,20897,20707,20682,20586,20597,21413,21565.0,21598.0,21536.0,21812.0,21851.0,21597.0,21665.0,21694.0,21655.0,21736.0,21593.0,21626.0,21736.0,21840.0,13025.0,13049.0,12089.0,13127.0,,,,,,,,,,4.7,4.1,3.9,3.3,3.5,3.9,3.9,3.9,3.3,3.3,2.8,3.0,3.7,3.7,3.4,9.3,6.6,5.5,4.9,4.5,4.1,3.6,3.6,4.2,3.7,3.6,3.1,2.9,3.1,3.5,2.5,2.6,2.1,2.1,1.9,2.2
13,GA,Georgia,43,Candler County,13043,5589,5505,5525,5453,5559,5467,5471,5614,5635,5620,5596,5569,5713,5716,5716,5582,5709,5596,5426,5447,5452,5700,5739.0,5622.0,5810.0,5789.0,5767.0,5578.0,5612.0,5533.0,5463.0,5594.0,5518.0,5545.0,5517.0,5521.0,13031.0,13109.0,13107.0,13267.0,,,,,,,,,,4.1,3.1,3.0,2.6,2.6,3.1,3.9,3.0,2.6,2.7,2.2,3.0,2.8,2.7,3.0,6.7,5.4,5.2,5.8,4.9,4.4,4.2,4.0,4.6,4.0,3.7,3.2,3.0,3.1,3.7,2.6,2.6,2.2,2.1,1.9,2.2
13,GA,Georgia,45,Carroll County,13045,55375,55021,54983,54521,54840,55161,55482,55114,55450,55681,55619,55806,55925,56277,56239,53412,53912,53371,53230,52744,52673,54782,54962.0,55114.0,54830.0,55276.0,55555.0,55652.0,55463.0,55863.0,55922.0,55669.0,55781.0,56109.0,56260.0,56490.0,13223.0,13143.0,13077.0,13097.0,1029.0,13121.0,13149.0,1111.0,,,,,,4.5,3.8,3.6,3.1,3.3,3.9,3.8,3.6,3.0,3.1,2.7,2.8,3.5,3.7,3.8,12.6,9.6,8.3,7.6,6.5,5.8,5.1,5.0,5.4,4.9,4.3,3.8,3.6,3.8,4.3,2.9,2.9,2.4,2.3,2.0,2.3
13,GA,Georgia,47,Catoosa County,13047,33155,33491,33437,33380,33270,33496,33555,33415,33756,33738,33711,33665,33725,34225,33639,31780,31808,31921,31883,31523,31878,32968,33189.0,33032.0,32720.0,33154.0,33455.0,33473.0,33371.0,33662.0,33514.0,33538.0,33782.0,33829.0,33861.0,33666.0,47065.0,13295.0,13313.0,,,,,,,,,,,4.0,3.4,3.1,3.0,2.7,3.3,3.3,3.2,2.5,2.6,2.3,2.7,3.0,3.1,2.9,9.7,6.3,5.6,5.0,4.2,3.7,2.9,2.9,3.4,2.9,2.6,2.4,2.4,2.6,3.1,2.1,2.2,1.7,1.8,1.6,1.8
13,GA,Georgia,49,Charlton County,13049,4844,4796,4774,4741,4760,4747,4760,4829,4783,4809,4803,4801,4875,4894,5003,4650,4783,4713,4699,4677,4682,4882,4956.0,4932.0,4995.0,5020.0,5034.0,4977.0,4986.0,4960.0,4978.0,5022.0,4994.0,5012.0,5032.0,5044.0,13025.0,13039.0,13299.0,12003.0,12089.0,,,,,,,,,4.7,4.2,3.9,3.5,3.8,4.3,4.1,4.3,3.5,3.3,2.9,3.0,3.8,3.8,3.4,5.7,4.2,3.9,3.9,3.5,3.3,2.8,3.0,3.9,3.3,3.6,3.2,2.9,3.1,3.4,2.3,2.7,2.2,2.2,1.9,2.3
13,GA,Georgia,51,Chatham County,13051,140341,140654,140564,139101,139720,140415,140719,139499,138515,139417,139356,138786,138885,140365,144250,138301,139791,138540,137824,137117,136864,142104,143516.0,144110.0,142969.0,144877.0,145769.0,147053.0,146205.0,147848.0,147683.0,146498.0,146327.0,146570.0,147521.0,148074.0,13179.0,13029.0,13103.0,45053.0,,,,,,,,,,4.3,3.6,3.4,3.0,3.2,3.6,3.6,3.7,3.0,3.0,2.7,2.8,3.4,3.4,3.7,16.0,11.8,10.2,9.3,8.2,7.5,6.2,6.0,6.3,5.6,5.0,4.4,4.4,4.4,4.9,3.4,3.3,2.7,2.5,2.3,2.5
13,GA,Georgia,53,Chattahoochee County,13053,2025,2025,2033,1994,1999,1975,1990,1977,1966,1990,1986,1984,2009,2023,2074,1950,1977,1957,1925,1906,1904,1992,2004.0,2015.0,2014.0,2016.0,2019.0,2007.0,2003.0,1991.0,1963.0,1972.0,1962.0,1977.0,1993.0,2013.0,13215.0,13197.0,13263.0,13259.0,1113.0,,,,,,,,,7.0,5.3,5.3,4.1,4.5,4.4,5.1,4.8,3.7,3.9,3.3,3.6,4.3,4.4,4.7,10.2,7.9,7.1,7.1,6.3,5.7,5.2,5.5,6.7,5.3,4.7,4.4,4.1,4.4,4.7,3.4,3.6,3.1,3.0,3.1,3.3
13,GA,Georgia,55,Chattooga County,13055,10538,10752,10268,10157,10155,10147,10169,10138,10097,10178,10126,11134,10320,10376,9971,9831,9865,9731,9648,9407,9454,9657,9659.0,9660.0,9754.0,9692.0,9672.0,9534.0,9490.0,9514.0,9463.0,9409.0,9389.0,9332.0,9304.0,9293.0,1049.0,13115.0,1019.0,13295.0,,,,,,,,,,4.6,8.3,3.8,3.5,3.4,4.0,4.6,4.0,3.4,3.8,3.3,12.2,4.8,4.9,4.6,17.1,13.0,11.5,9.8,8.6,7.6,6.0,5.6,7.1,6.7,5.3,4.7,4.8,4.7,5.4,3.8,3.6,3.2,3.0,2.6,2.9
13,GA,Georgia,57,Cherokee County,13057,132419,135233,135157,134227,135001,135665,136465,135478,136552,137120,136973,137554,137076,137887,138205,129690,130638,130099,129821,128649,128740,133859,134177.0,134611.0,133490.0,135193.0,136139.0,136623.0,136159.0,136987.0,137655.0,137044.0,137692.0,138517.0,139110.0,139630.0,13227.0,13015.0,13085.0,13121.0,13067.0,13117.0,,,,,,,,3.5,3.0,2.9,2.5,2.7,3.0,3.0,2.9,2.4,2.5,2.2,2.2,2.7,2.8,2.8,10.7,7.6,6.6,5.8,4.7,4.2,3.6,3.5,3.8,3.3,2.9,2.6,2.5,2.7,3.0,2.0,2.2,1.7,1.7,1.6,1.8
13,GA,Georgia,59,Clarke County,13059,61134,59693,59254,59148,58755,58389,58613,58443,59053,59713,59528,59225,59317,59920,59881,56812,57611,56716,56026,56254,56458,59075,59196.0,58797.0,58473.0,58784.0,58785.0,58933.0,58277.0,57994.0,57460.0,57972.0,58532.0,58847.0,58630.0,59018.0,13221.0,13219.0,13195.0,13157.0,,,,,,,,,,4.5,4.0,3.8,3.2,3.4,4.2,4.1,3.9,3.2,3.2,2.7,2.8,3.5,3.5,3.8,12.2,9.6,8.6,8.1,6.7,6.1,5.3,5.1,5.5,4.9,4.4,3.9,3.7,4.0,4.6,3.1,3.1,2.4,2.4,2.1,2.5
13,GA,Georgia,61,Clay County,13061,880,866,872,875,845,860,877,922,893,894,885,868,924,910,887,895,939,917,884,879,861,891,910.0,877.0,929.0,903.0,905.0,883.0,881.0,851.0,837.0,875.0,852.0,862.0,832.0,837.0,13037.0,13099.0,1005.0,13243.0,13239.0,1067.0,,,,,,,,8.9,7.5,6.3,5.8,6.7,7.3,8.0,7.6,6.4,6.2,6.3,6.6,7.5,7.1,6.3,18.2,14.3,15.3,16.6,14.6,13.1,10.7,11.5,13.9,11.3,10.5,9.7,10.2,9.3,12.0,9.2,9.3,7.5,6.7,6.4,6.7
13,GA,Georgia,63,Clayton County,13063,136798,137447,137181,135943,136902,137980,138658,137369,138102,138750,138659,139417,139442,140224,140445,136867,139634,139953,139871,137603,137756,141198,141748.0,141911.0,140129.0,140912.0,140734.0,141243.0,140351.0,142193.0,140705.0,138926.0,139180.0,139718.0,140298.0,140857.0,13089.0,13113.0,13151.0,13121.0,13255.0,,,,,,,,,5.6,4.6,4.4,3.9,4.1,4.7,4.7,4.6,3.8,3.7,3.4,3.5,4.2,4.3,5.2,16.2,14.2,13.9,13.5,12.1,11.6,9.7,9.6,9.5,8.6,7.6,6.8,6.7,6.6,7.5,5.5,5.0,4.2,4.0,3.5,3.6
13,GA,Georgia,65,Clinch County,13065,2828,2744,2750,2822,2823,2711,2639,2531,2489,2513,2516,2508,2642,2642,2994,2912,3039,2959,2806,2823,2795,2977,3059.0,2991.0,3087.0,3107.0,3103.0,3106.0,3131.0,3010.0,2958.0,3010.0,2923.0,3019.0,3035.0,3038.0,13003.0,13101.0,13299.0,12023.0,12003.0,13173.0,,,,,,,,5.2,4.3,3.7,3.1,3.2,4.6,4.8,4.5,3.6,3.5,3.3,3.5,4.0,3.9,3.5,6.1,4.6,4.0,4.5,3.8,3.8,3.4,3.4,3.8,3.1,3.1,3.2,3.1,3.0,3.5,2.5,2.5,2.0,2.0,1.7,2.0
13,GA,Georgia,67,Cobb County,13067,425441,423533,423129,420074,422650,424718,427191,424024,427185,429043,428712,430626,429391,431808,427685,402321,408248,407759,407046,402466,402694,417339,418253.0,419203.0,415354.0,420306.0,422586.0,423889.0,422050.0,424995.0,426054.0,423258.0,425304.0,427487.0,429515.0,431010.0,13223.0,13015.0,13097.0,13121.0,13057.0,,,,,,,,,3.8,3.3,3.2,2.7,2.9,3.3,3.2,3.2,2.6,2.7,2.4,2.4,3.0,3.1,3.3,11.4,8.9,8.2,7.4,6.3,5.7,4.8,4.6,4.8,4.2,3.8,3.4,3.2,3.3,3.7,2.6,2.6,2.1,2.0,1.8,2.0
13,GA,Georgia,69,Coffee County,13069,18829,18946,18949,18799,18913,18610,18828,18706,18868,18887,18866,18949,19155,19289,18971,19222,18850,18516,18531,18597,18550,19231,19410.0,19003.0,19296.0,19310.0,19277.0,19093.0,19017.0,18939.0,18812.0,18936.0,18877.0,18839.0,18782.0,18781.0,13019.0,13003.0,13299.0,13161.0,13017.0,13155.0,13271.0,13005.0,,,,,,5.3,4.2,3.9,3.5,3.8,4.0,4.8,3.6,3.1,3.3,3.0,4.3,4.2,4.2,4.5,9.6,6.6,6.7,6.7,6.1,5.7,5.0,4.9,5.6,5.2,4.8,4.5,3.9,4.1,4.5,3.5,3.0,2.4,2.4,2.2,2.4
13,GA,Georgia,71,Colquitt County,13071,22203,21510,21617,21387,21273,21018,21179,21503,21042,21494,21313,21063,22076,21989,22135,21606,22343,21780,21036,21144,20870,22370,22654.0,22048.0,22978.0,22560.0,22476.0,22070.0,22238.0,22008.0,21883.0,22173.0,21497.0,21970.0,21752.0,21877.0,13075.0,13277.0,13321.0,13027.0,13275.0,13205.0,,,,,,,,4.0,3.4,3.2,2.9,3.1,3.5,3.9,3.3,2.8,2.9,2.5,2.7,3.0,3.1,3.6,7.5,5.0,5.0,5.1,4.6,4.5,4.0,3.8,4.6,3.8,3.6,3.3,3.2,3.2,3.6,2.6,2.6,2.1,2.1,1.8,2.1
13,GA,Georgia,73,Columbia County,13073,75175,75075,75295,75637,74945,75153,75154,74812,75007,75310,75101,75115,75359,75894,77217,71754,72642,72685,72426,71813,72505,75434,75500.0,76069.0,75401.0,76136.0,76727.0,76786.0,76194.0,76407.0,76022.0,75742.0,75462.0,75667.0,75495.0,75817.0,13189.0,13181.0,13245.0,45037.0,45065.0,,,,,,,,,4.0,3.4,3.2,2.7,2.9,3.4,3.4,3.3,2.7,2.8,2.4,2.5,3.1,3.1,2.9,8.5,6.0,5.4,4.8,4.0,3.5,3.1,3.1,3.6,3.0,2.8,2.6,2.4,2.6,3.0,2.1,2.3,1.8,1.9,1.7,2.0
13,GA,Georgia,75,Cook County,13075,8039,7984,8010,7934,7943,7854,7924,8032,8005,8053,8062,8013,8182,8219,8255,7945,8064,7962,7871,7884,7847,8214,8331.0,8222.0,8346.0,8313.0,8373.0,8309.0,8319.0,8205.0,8205.0,8338.0,8279.0,8350.0,8350.0,8363.0,13019.0,13277.0,13071.0,13185.0,13027.0,,,,,,,,,4.3,3.5,3.4,3.0,3.1,3.7,3.8,3.6,2.9,3.2,3.1,3.3,3.4,3.5,3.3,7.9,5.2,5.2,5.8,5.0,4.9,4.1,4.1,4.7,4.1,3.6,3.3,3.7,3.4,3.8,2.6,2.7,2.1,2.1,1.9,2.2
13,GA,Georgia,77,Coweta County,13077,73460,74339,74252,73702,74148,74601,74960,74257,74816,75259,75185,75623,75465,75833,76097,72788,73385,73035,73030,71441,71543,74196,74474.0,74778.0,74037.0,74950.0,75267.0,75482.0,75189.0,75790.0,75719.0,75207.0,75540.0,75964.0,76413.0,76741.0,13045.0,13199.0,13113.0,13285.0,13121.0,13149.0,13255.0,,,,,,,3.9,3.3,3.1,2.7,2.9,3.4,3.3,3.1,2.5,2.6,2.3,2.4,2.9,3.0,3.2,12.7,9.7,8.7,8.3,6.2,5.7,4.8,4.7,5.0,4.2,3.9,3.5,3.3,3.4,3.9,2.6,2.7,2.2,2.1,1.9,2.1
13,GA,Georgia,79,Crawford County,13079,5758,5652,5650,5559,5579,5567,5606,5585,5583,5596,5603,5600,5652,5691,5676,5327,5411,5395,5310,5282,5275,5529,5587.0,5579.0,5621.0,5660.0,5686.0,5650.0,5650.0,5655.0,5645.0,5633.0,5602.0,5649.0,5667.0,5699.0,13293.0,13225.0,13269.0,13021.0,13153.0,13207.0,,,,,,,,4.8,3.8,3.7,3.2,3.7,4.0,4.2,3.8,3.2,3.4,2.9,2.8,3.2,3.6,3.4,9.3,6.7,6.4,5.8,4.9,4.5,4.5,4.0,4.8,4.5,3.8,3.7,3.4,3.6,4.1,2.8,2.9,2.3,2.5,2.2,2.4
13,GA,Georgia,81,Crisp County,13081,9497,9438,9405,9470,9442,9488,9505,9393,9400,9441,9394,9382,9632,9654,9690,9212,9391,9470,9332,9211,9274,9644,9787.0,9730.0,9758.0,9641.0,9757.0,9545.0,9626.0,9827.0,9756.0,9705.0,9412.0,9733.0,9276.0,9261.0,13261.0,13321.0,13315.0,13093.0,13287.0,13177.0,,,,,,,,5.3,4.3,4.2,3.8,3.6,4.1,4.1,4.1,3.3,3.8,3.2,3.3,4.2,4.0,4.9,11.5,8.2,8.9,9.9,9.1,8.7,8.0,8.1,8.9,7.7,6.4,7.1,6.3,6.7,8.9,8.2,7.9,5.0,8.1,3.2,3.5
13,GA,Georgia,83,Dade County,13083,8233,8187,8179,8170,8141,8172,8228,8296,8339,8259,8247,8166,8229,8345,8114,7504,7607,7617,7680,7692,7736,8023,8040.0,7940.0,7920.0,7959.0,8120.0,8108.0,8078.0,8098.0,8212.0,8306.0,8304.0,8312.0,8222.0,8146.0,47065.0,1049.0,47115.0,1071.0,13295.0,,,,,,,,,4.1,3.8,3.5,3.0,3.1,3.7,3.5,3.7,2.8,2.8,2.6,2.8,3.3,3.4,3.1,7.7,5.6,5.0,4.6,3.8,3.3,2.9,2.9,3.7,3.1,2.6,2.4,2.3,2.5,2.9,2.0,2.1,1.6,1.7,1.6,1.9
13,GA,Georgia,85,Dawson County,13085,12019,12264,12277,12186,12243,12260,12366,12342,12401,12434,12407,12437,12452,12502,12793,12096,12100,11958,11949,11911,11898,12425,12463.0,12447.0,12414.0,12527.0,12654.0,12675.0,12650.0,12685.0,12811.0,12813.0,12813.0,12901.0,12902.0,12937.0,13227.0,13139.0,13057.0,13187.0,13117.0,13111.0,13123.0,,,,,,,3.7,3.2,3.1,2.6,2.9,3.1,3.1,3.0,2.4,2.6,2.1,2.4,2.8,2.8,2.8,11.2,7.4,6.0,5.3,4.3,3.8,3.5,3.5,3.9,3.3,3.0,2.7,2.6,2.8,3.1,2.1,2.2,1.7,1.8,1.6,1.9
13,GA,Georgia,87,Decatur County,13087,11680,11697,11702,11636,11451,11307,11392,11513,11461,11484,11545,11444,11921,11912,11563,11132,11479,11142,10915,10851,10805,11353,11510.0,11312.0,11709.0,11614.0,11570.0,11322.0,11332.0,11212.0,11180.0,11264.0,11068.0,11097.0,11077.0,11138.0,13201.0,13253.0,13007.0,13205.0,13131.0,12039.0,,,,,,,,5.1,4.0,3.8,3.6,3.7,4.3,4.1,4.1,3.5,3.5,3.1,3.2,3.8,3.7,3.6,7.2,5.1,5.0,5.5,5.1,4.7,4.4,4.3,5.1,4.3,4.1,3.7,3.5,3.6,4.0,3.0,3.1,2.5,2.3,2.2,2.4
13,GA,Georgia,89,DeKalb County,13089,399202,397903,397574,394376,397135,399254,401528,398021,400810,402686,402308,404537,403372,405645,402981,384870,393258,393291,392913,387246,387430,398899,399833.0,400623.0,395587.0,399402.0,400411.0,402175.0,399906.0,403583.0,402620.0,398975.0,400449.0,401933.0,403897.0,405324.0,13063.0,13151.0,13135.0,13247.0,13121.0,,,,,,,,,4.5,3.8,3.6,3.2,3.4,3.7,3.8,3.7,3.0,3.1,2.7,2.8,3.4,3.5,4.1,13.4,11.6,11.1,10.4,9.1,8.5,7.0,6.8,6.9,6.1,5.4,4.8,4.7,4.7,5.2,3.8,3.7,3.0,2.8,2.5,2.6
13,GA,Georgia,91,Dodge County,13091,7289,7045,7049,7049,7180,7156,7092,7092,7117,7039,7008,6961,7043,7063,7080,6746,6865,6804,6850,6828,6833,7044,7093.0,7034.0,7000.0,7074.0,7143.0,7082.0,7107.0,7078.0,7100.0,7148.0,7134.0,7115.0,7104.0,7053.0,13023.0,13309.0,13315.0,13235.0,13271.0,13175.0,,,,,,,,7.0,4.3,4.1,4.9,5.8,6.2,7.0,6.2,5.0,5.0,4.5,4.7,5.6,5.4,5.2,8.7,6.9,6.6,6.7,5.8,5.2,5.0,4.9,5.9,5.1,4.5,4.2,3.7,4.1,4.7,3.5,3.3,2.7,2.8,2.5,2.7
13,GA,Georgia,93,Dooly County,13093,5350,5084,5100,5036,4981,4941,5021,5139,5070,5115,5095,5096,5234,5193,5002,5144,4999,4827,4722,4655,4674,4880,4984.0,4924.0,5057.0,4908.0,4925.0,4769.0,4790.0,4799.0,4846.0,4833.0,4729.0,4885.0,4751.0,4775.0,13193.0,13081.0,13261.0,13315.0,13235.0,13153.0,,,,,,,,4.8,4.1,3.8,3.4,3.8,4.4,4.1,4.0,3.2,3.6,3.0,3.3,3.8,3.8,4.1,15.5,9.6,8.5,9.8,8.1,8.1,7.2,6.4,7.3,6.4,5.7,5.6,5.4,6.3,7.4,5.9,4.5,3.9,6.1,2.9,3.2
13,GA,Georgia,95,Dougherty County,13095,38681,38281,38330,38038,38095,38298,38340,38207,38579,38424,38413,38552,38804,38914,38230,36910,37313,37553,37337,36765,36917,38049,38116.0,38308.0,37590.0,37771.0,37778.0,37923.0,37495.0,37741.0,37163.0,36768.0,36564.0,36591.0,36633.0,37079.0,13273.0,13037.0,13321.0,13007.0,13205.0,13177.0,,,,,,,,5.8,5.2,4.9,4.2,4.5,5.4,5.2,5.0,4.4,4.3,4.0,4.0,4.8,4.8,5.0,12.9,10.3,10.4,10.9,9.9,9.5,8.3,8.1,8.8,8.0,7.1,6.5,6.2,6.4,7.6,5.2,5.0,4.0,3.9,3.3,3.5
13,GA,Georgia,97,Douglas County,13097,72694,72942,72889,72291,72764,73255,73615,72991,73529,73857,73794,74144,73950,74398,73928,70242,71774,71636,71419,70471,70525,72845,73062.0,73260.0,72347.0,73125.0,73381.0,73668.0,73273.0,74041.0,73843.0,73234.0,73530.0,73831.0,74160.0,74430.0,13045.0,13223.0,13121.0,13067.0,,,,,,,,,,4.5,3.9,3.7,3.3,3.4,3.9,3.9,3.8,3.2,3.2,2.9,2.9,3.5,3.6,3.9,12.9,11.0,10.3,9.4,8.2,7.6,6.4,6.3,6.4,5.6,5.0,4.5,4.4,4.4,5.1,3.6,3.5,2.8,2.7,2.4,2.6
13,GA,Georgia,99,Early County,13099,4574,4332,4317,4318,4302,4284,4331,4429,4420,4474,4452,4439,4537,4550,4504,4352,4412,4402,4357,4299,4270,4456,4479.0,4420.0,4589.0,4559.0,4551.0,4493.0,4459.0,4448.0,4403.0,4420.0,4342.0,4356.0,4301.0,4322.0,13061.0,13037.0,1069.0,13201.0,13253.0,13007.0,1067.0,,,,,,,5.2,4.5,4.1,3.5,3.6,4.3,4.2,4.0,3.2,3.4,3.4,3.6,4.2,4.4,4.3,5.6,5.1,6.4,7.4,7.3,6.5,5.8,5.9,6.6,5.8,5.2,5.2,4.7,4.8,5.9,4.1,4.0,3.2,3.0,2.8,3.1
13,GA,Georgia,101,Echols County,13101,1974,1920,1943,1908,1887,1841,1862,1925,1892,1919,1931,1896,2021,2000,1978,1840,1892,1841,1775,1792,1787,1929,1990.0,1910.0,2035.0,1982.0,1982.0,1950.0,1940.0,1909.0,1924.0,1965.0,1902.0,1948.0,1937.0,1947.0,12047.0,13065.0,13185.0,12023.0,13173.0,,,,,,,,,3.4,3.1,2.9,2.5,2.6,3.4,3.1,2.8,2.3,2.5,2.3,2.4,2.9,2.9,3.0,5.8,4.9,4.9,4.8,4.0,3.7,3.3,3.2,3.8,3.0,2.9,2.5,2.5,2.7,3.1,2.0,2.1,1.9,1.8,1.7,1.9
13,GA,Georgia,103,Effingham County,13103,29806,31103,31118,30777,30917,31057,31102,30768,30606,30859,30848,30746,30772,31085,32868,29995,30708,30519,30416,30329,30378,31783,32187.0,32400.0,32213.0,32717.0,32955.0,33199.0,33062.0,33353.0,33434.0,33215.0,33236.0,33340.0,33628.0,33791.0,13031.0,45053.0,13051.0,13029.0,45049.0,13251.0,,,,,,,,3.7,3.1,3.0,2.6,2.8,3.2,3.2,3.1,2.6,2.7,2.3,2.5,3.0,3.0,2.9,11.0,7.8,6.3,5.7,4.9,4.5,3.9,3.8,4.3,3.7,3.3,3.0,2.8,3.0,3.2,2.2,2.4,1.9,1.9,1.7,1.9
